school_number,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
2040,36.8,60.1,46.9,2019
2040,36.4,,37.2,2021
2040,18.8,12.8,33.6,2022
2037,51.2,69.2,52.6,2018
2037,39.5,61.7,37.3,2017
2037,53.3,75.7,51.2,2016
2037,37,56.5,45.7,2019
2037,17.9,30.8,48.8,2021
2037,34.7,14.3,36.4,2022
2027,30.4,26,28,2017
2027,35.6,37.2,27.6,2016
2026,21.3,26.6,18.3,2017
2026,15.8,35.1,18.3,2016
1998,60.2,67.7,48.4,2018
1998,57.6,61.1,40.7,2017
1998,49.3,65.3,44.5,2016
1998,61.3,59.6,38.7,2019
1998,33.6,,,2021
1998,43.7,36.2,35.9,2022
1989,57.4,77.9,48.5,2018
1989,39.6,67.9,43.4,2017
1989,75,78.1,55.4,2016
1989,36.4,79.5,59.1,2019
1989,40.4,,0,2021
1989,61.5,45.5,34.1,2022
1972,38.5,61.9,31.9,2018
1972,31.2,61.1,30.1,2017
1972,40.5,65.7,37.9,2016
1972,33.3,64,32.3,2019
1972,24.8,8.3,36.4,2021
1972,20.8,57.8,27.8,2022
1950,45.2,67.8,39.9,2018
1950,49.6,72.6,43.7,2017
1950,52.8,75.1,42.6,2016
1950,37.1,42.7,39.4,2019
1950,23,22.7,41.7,2021
1950,31.4,71.1,37,2022
1942,39.3,66,40.7,2018
1942,38.9,65.4,36.1,2017
1942,33,68,38.5,2016
1942,41.3,64,38.3,2019
1942,35.8,,37.1,2021
1942,50.4,64.2,37,2022
1934,40.6,70.8,38.8,2018
1934,44.1,68.9,30.2,2017
1934,51.3,73.3,44.4,2016
1934,41.4,54.1,33.3,2019
1934,29.4,11.6,37.8,2021
1934,27.5,58.3,23.9,2022
1921,24.9,63.4,33.8,2018
1921,18,79.8,29.2,2017
1921,26.9,72.4,28.3,2016
1921,28.8,68.4,35.5,2019
1921,19.4,,46.7,2021
1921,9.3,53.6,17.8,2022
1915,44.1,48.4,36.9,2018
1915,44.9,45.8,28.7,2017
1915,59.5,63,35.8,2016
1915,57,66.5,47.1,2019
1915,47.7,32.4,10.9,2021
1915,25.5,72.6,18.7,2022
1902,42.6,66.7,31,2018
1902,57.4,80.8,41.7,2017
1902,56.4,74.2,43.4,2016
1902,38.8,62.6,34.8,2019
1902,33.2,,27.2,2021
1902,24.4,,34.2,2022
1901,,,,2018
1885,41.7,73.4,47,2018
1885,48,71.8,44.1,2017
1885,58.1,71.4,48,2016
1885,49.8,62.9,45.9,2019
1885,57.8,13.3,42.9,2021
1885,49.4,56.5,33.5,2022
1879,30.4,69.2,35.4,2019
1879,28.2,16.7,62.2,2021
1879,5.9,21,28.1,2022
1879,30.7,79.5,39.1,2018
1879,36.3,74.4,33.3,2017
1879,36.6,77.8,35.2,2016
1869,44.2,72.3,35.6,2018
1869,45.5,74.4,32.8,2017
1869,54.8,72.8,37.3,2016
1869,42.8,33.3,37.8,2019
1869,33.9,,22.7,2021
1869,25,9.8,34.1,2022
1849,35.6,60.4,30.2,2018
1849,52.1,63,32.5,2017
1849,54.1,65.7,38.8,2016
1849,27.2,28.9,30.1,2019
1849,32.9,,20,2021
1849,15.8,55.4,,2022
1806,48.9,58.2,27.8,2018
1806,53.8,63.4,41.6,2017
1806,50.3,71.4,39.3,2016
1806,34.1,31.3,34.4,2019
1806,22.5,,27.1,2021
1806,26.9,61.7,5.4,2022
1801,25,54.4,12.5,2019
1801,10.7,,34.6,2021
1801,5.3,51.6,0,2022
1801,13.3,30,8.2,2018
1801,21.9,25,12.7,2017
1801,31.7,40.7,9.8,2016
1794,57.7,72.9,54.3,2018
1794,51.8,72.4,48.3,2017
1794,44.9,73.5,49,2016
1794,60,67.1,50,2019
1794,32.7,,11.1,2021
1794,25.7,74.1,13.8,2022
1790,40.7,64.2,41.5,2018
1790,29.8,64.9,40.8,2017
1790,47.6,65,35.2,2016
1790,37.9,,36.2,2019
1790,39.5,,52.2,2021
1790,19.1,15.7,8.8,2022
1776,38.1,64.2,47.3,2018
1776,47,77.8,42.4,2017
1776,44.5,70.2,33.7,2016
1776,33.8,73.1,41.5,2019
1776,36.8,,34.8,2021
1776,17.7,26.3,15.6,2022
1746,35,76.1,28.5,2019
1746,38.5,,,2021
1746,19.6,54.9,23.7,2022
1746,31.1,52.6,19.1,2018
1746,32.5,51.6,19.1,2017
1746,45.5,55.2,27.6,2016
1745,53.3,75.8,40.1,2018
1745,55.1,71,38.5,2017
1745,62.7,72,36.4,2016
1745,56,50.5,49.2,2019
1745,49.1,,19.7,2021
1745,23.2,,15,2022
1732,46.1,67.2,26.3,2017
1732,56.9,65.2,32.6,2016
1732,37.8,63.9,42.1,2019
1732,56.9,65.4,41.2,2018
1732,36.3,,,2021
1732,27.9,57.9,17.1,2022
1707,54.9,65.9,41.6,2018
1707,57.5,71.9,52.9,2017
1707,44.3,71.9,40.2,2016
1707,43.6,57.6,37.6,2019
1707,34.4,,,2021
1707,28.1,63.2,34.5,2022
1701,32.5,66.4,37.5,2018
1701,40.3,71.6,33.1,2017
1701,47.2,68.1,38.4,2016
1701,29.2,,33.4,2019
1701,31.7,,,2021
1701,24.1,69.1,24.2,2022
1694,44.8,70.2,40.2,2018
1694,42.6,69,32.5,2017
1694,49.5,71,47.5,2016
1694,45.9,63.4,36.2,2019
1694,31.5,,,2021
1694,29.8,53.4,44.4,2022
1682,31.2,74.4,34.2,2018
1682,39.6,65.6,29,2017
1682,48.9,65.2,39.8,2016
1682,28.9,57.6,41.7,2019
1682,37.2,,26.8,2021
1682,37.9,55.6,36.1,2022
1677,37,56.5,43,2018
1677,38.6,63.9,47.6,2017
1677,47.7,62.5,44.7,2016
1677,37.8,59.5,41.1,2019
1677,32.3,,14.3,2021
1677,42,61.7,24.6,2022
1668,,60,48.7,2018
1668,60.3,70.2,39.7,2017
1668,45.2,,36.8,2021
1668,40.3,,38.1,2022
1668,69.2,76.6,57.7,2016
1668,50.6,62.2,49.6,2019
1654,43.5,53,45.8,2019
1654,38.3,,42.9,2021
1654,30.3,54.5,30.9,2022
1654,46.5,61.6,48.4,2018
1654,53.8,72.9,42.4,2017
1654,50,58.3,36.4,2016
1632,31.7,55.6,43.9,2019
1632,32.7,,27.1,2021
1632,31.4,68.4,6.7,2022
1632,46.3,56.1,46.3,2018
1632,55.6,60.5,43.2,2017
1632,49.3,79.5,54.8,2016
1629,50,,40.6,2019
1629,28.8,,33.8,2021
1629,61.9,58.2,31.9,2022
1629,44.8,69,53.4,2018
1629,42.2,73.4,43.8,2017
1629,40.7,68.3,35.4,2016
1627,63.2,72,68.2,2018
1627,75.3,83.9,48.4,2017
1627,72.4,83.9,63.2,2016
1627,76.7,58.7,65,2019
1627,48,,5,2021
1627,32.6,51.5,,2022
1623,35.7,68.3,31,2018
1623,37.8,64.4,48.9,2017
1623,59.5,76.7,58.1,2016
1623,32.6,48.3,32.6,2019
1623,29.7,,,2021
1623,72.7,64.8,39,2022
1619,46.1,74.4,45.3,2018
1619,59.8,76.8,44,2017
1619,58.9,78.4,52.8,2016
1619,50,67.9,51.2,2019
1619,34.1,,33,2021
1619,35.9,47.4,25.5,2022
1612,45.3,77.9,42.1,2018
1612,64.2,77.3,44,2017
1612,59.2,77.5,46.1,2016
1612,46.8,65.8,56,2019
1612,23.3,36.4,42,2021
1612,13.3,,22.8,2022
1605,54.2,68.8,39.4,2018
1605,47.1,73.5,39.1,2017
1605,53.4,68.8,40,2016
1605,49,75.9,43.4,2019
1605,48.1,,,2021
1605,42.9,50.4,24.3,2022
1595,61.1,74.3,48.6,2018
1595,40,70,41,2017
1595,78.9,76.3,65.8,2016
1566,39.1,58.5,31.8,2019
1566,33.7,55.9,43,2018
1566,38.8,54.8,46.3,2017
1566,51.9,53.8,46.9,2016
1566,33.8,,,2021
1566,22.7,66.7,35,2022
1560,54.1,52.6,41.4,2018
1560,59.2,64.1,39,2017
1560,58.6,68.6,31.4,2016
1560,35.5,50,45.4,2019
1560,39.4,63.5,,2021
1560,37.1,52.8,33.3,2022
1550,38.5,77.3,33.8,2019
1550,37.5,60.4,26.2,2021
1550,59.4,27.1,28,2022
1550,41.5,64.6,43.1,2018
1550,52,66.7,42.7,2017
1550,45.1,69,35.7,2016
1529,47.8,67.6,53.7,2018
1529,60.3,65.8,40,2017
1529,40.4,59.3,31,2016
1529,41.2,,25.9,2019
1529,24.1,50,25,2021
1529,,,29.1,2022
1501,61.3,71,58.1,2018
1501,51.4,50,47.4,2017
1501,67.6,62.2,51.4,2016
1501,52,77.6,36,2019
1501,44,10,41.9,2021
1501,40,70.3,,2022
1495,31.4,71.3,47.1,2018
1495,48.1,67.3,50.9,2017
1495,71.9,81.1,56.7,2016
1495,56.9,72.7,51.8,2019
1495,42.9,,,2021
1495,48,,,2022
1489,38.6,66.2,56.8,2019
1489,53.8,45.2,39.3,2021
1489,17.9,86.7,15.8,2022
1489,57.4,74.5,66,2018
1489,56.3,56.3,53.2,2017
1489,74.4,75,69.2,2016
1486,56.2,69.4,45.2,2018
1486,58.9,78.9,60.3,2017
1486,60,67.5,41.3,2016
1486,50.7,69.4,47.1,2019
1486,40.5,,,2021
1486,46.9,69,,2022
1480,59.2,,56.3,2019
1480,61.7,37.8,25.7,2021
1480,52.2,62.9,,2022
1480,55.6,88.9,59.3,2018
1480,47.5,68.9,45.8,2017
1480,62.7,76.3,49.3,2016
1475,49.3,62.7,43.3,2018
1475,50.8,71,45.2,2017
1475,45,72.9,59.3,2016
1475,51.1,63.8,47.8,2019
1475,41.5,25,,2021
1475,12.5,71.1,,2022
1453,54.5,57.7,50.9,2019
1453,40.1,,21.6,2021
1453,40.8,49.4,,2022
1453,53,70.4,37.9,2018
1453,58.7,76.7,37.8,2017
1453,56,76.2,41.3,2016
1443,33,61.7,36.1,2018
1443,27,64.3,31.8,2017
1443,29.4,72.2,36.4,2016
1443,27.6,62.4,37.4,2019
1443,39.9,,23.7,2021
1443,26.2,42.8,13.8,2022
1426,38.8,66.9,41.5,2018
1426,35,71.1,25.4,2017
1426,46.2,61.2,35.6,2016
1426,37.4,63.3,35.4,2019
1426,48.6,,34,2021
1426,54.9,58.1,31.6,2022
1424,29.2,65.3,36.8,2018
1424,32,75.2,36.9,2017
1424,39.7,74.5,35.9,2016
1424,30.9,33.3,33.6,2019
1424,24.6,0,26.8,2021
1424,8.9,48.1,,2022
1423,28.5,68.4,32.5,2018
1423,31.9,71.8,24.7,2017
1423,33.9,70.7,28.9,2016
1423,24.3,68.5,30.1,2019
1423,24,,44.6,2021
1423,12.1,59.2,,2022
1420,42.9,58.1,38.9,2018
1420,41.6,56.5,30.5,2017
1420,52.5,71.2,41.3,2016
1420,40.3,68.4,46.2,2019
1420,21.5,,34.9,2021
1420,27.5,55.4,26.9,2022
1414,45.5,68.2,38.1,2018
1414,53.2,67.4,39.8,2017
1414,52.7,62.1,27.7,2016
1414,46.9,59.1,30.6,2019
1414,48.5,,30.4,2021
1414,28.8,71.8,3.8,2022
1406,58,73,43.2,2018
1406,46.2,73.5,33.3,2017
1406,52.2,73.3,36.5,2016
1406,54.1,62.8,42.3,2019
1406,37.5,19,34.8,2021
1406,37.3,43.6,39.1,2022
1387,54.5,72.7,53.1,2019
1387,49.9,,26.6,2021
1387,55.9,,44,2022
1387,52.6,73.2,47.8,2018
1387,50.9,78.3,53.1,2017
1387,65.2,79.2,44.7,2016
1367,37.8,71.4,40.6,2018
1367,34.9,73,35.1,2017
1367,44.7,73.9,39.6,2016
1367,34.5,64.6,37.5,2019
1367,31.7,5.9,40.8,2021
1367,4.2,61.8,20,2022
1364,24.8,68.1,29.3,2019
1364,28.9,,,2021
1364,26.4,,37.3,2022
1364,28.5,53.3,35.7,2018
1364,34.3,59.3,32.5,2017
1364,32.7,65.7,34.1,2016
1343,57.2,65.3,47.4,2018
1343,48.2,59,40.9,2017
1343,47.8,65.4,46.7,2016
1343,46.9,60.1,44.8,2019
1343,37.8,,41.7,2021
1343,31.1,64.2,,2022
1335,65.6,67.7,53,2018
1335,69.6,72.3,55.8,2017
1335,70.1,77.6,60.3,2016
1335,61.2,67.5,51.2,2019
1335,51.7,,23.9,2021
1335,57,52.9,,2022
1327,37.8,69.8,48.9,2018
1327,58.3,71.2,50.9,2017
1327,45.3,71.9,50,2016
1327,36.7,59.2,47.8,2019
1327,46.2,,16.9,2021
1327,36.4,50.5,25.9,2022
1315,44.1,62.1,42.5,2018
1315,42.7,68.7,45,2017
1315,49.7,66,38.6,2016
1315,41.6,66.2,43.2,2019
1315,39.8,,30.2,2021
1315,13,35.5,26.7,2022
1307,56.7,71.1,52.8,2018
1307,53.2,76.2,55.6,2017
1307,54.4,80.1,40.7,2016
1307,50,65.4,42.5,2019
1307,52.3,33.3,44.2,2021
1307,21.4,,37.8,2022
1299,50,70.5,54.5,2018
1299,51.9,58.5,41.5,2017
1299,59.1,71.1,53.3,2016
1299,52.8,58.3,41.7,2019
1299,29.2,,48,2021
1299,33.3,69,29.5,2022
1293,57.3,82.9,33.9,2016
1270,59.3,81.4,39,2019
1270,30.4,,18.9,2021
1270,44,27.3,38.4,2022
1270,63.9,74,46.6,2018
1270,65.8,78.4,45.9,2017
1270,63.5,71.2,38.5,2016
1251,24.7,50.6,20.7,2019
1251,14.6,,40.6,2021
1251,7.7,45.7,,2022
1251,36.1,57.4,26.1,2018
1251,30.7,52,20.2,2017
1251,46.1,65.2,34.7,2016
1225,49,58.8,46,2018
1225,50,65.4,37.7,2017
1225,55.6,80,51.1,2016
1225,31,52.4,50,2019
1225,45.5,,,2021
1225,25.7,4.5,45,2022
1213,41.3,67.7,49.6,2018
1213,54.7,74.4,28.7,2017
1213,51.6,68.8,37.5,2016
1213,43.3,54.3,42.5,2019
1213,37,43.8,11.8,2021
1213,,,,2022
1208,43,64.8,43.8,2018
1208,58.7,73,44.2,2017
1208,51.9,71.5,53.8,2016
1208,43.6,65.4,43.6,2019
1208,41.8,,7.7,2021
1208,38.5,57.7,,2022
1191,65.4,73.3,51.2,2016
1177,55.7,70.4,35,2018
1177,65.9,61.2,41.3,2017
1177,70.2,78.1,50.2,2016
1177,51.5,65.9,41.7,2019
1177,51.1,,38.5,2021
1177,36.1,,,2022
1172,44.8,66.7,44.4,2019
1172,36.4,64.3,69.2,2021
1172,23.6,65.2,27.3,2022
1172,46.9,76.1,54.4,2018
1172,65.2,73.2,45.5,2017
1172,63.5,80.7,52,2016
1164,57.3,71.7,63.5,2018
1164,55.9,86.2,73.1,2017
1164,66.7,78.1,71.9,2016
1164,40.2,63,55.8,2019
1164,49.1,23.1,45.9,2021
1164,23.7,56.9,,2022
1159,45.4,79.1,38.8,2018
1159,36,79.9,39.9,2017
1159,41.2,83.4,39.5,2016
1159,35.2,80.3,45.7,2019
1159,39.1,,42.6,2021
1159,30.4,66.2,26.5,2022
1154,68,72.4,59.8,2018
1154,74.6,76.3,55,2017
1154,71.5,75.4,58.7,2016
1154,60.2,77.1,57.8,2019
1154,38.4,21.7,,2021
1154,30.3,57.3,0,2022
1128,41.4,64.9,42.8,2019
1128,36.1,16.7,36.2,2021
1128,37.4,70.1,38,2022
1128,41.7,68.8,45.5,2018
1128,45.8,70.8,38.5,2017
1128,53.9,79.9,41.8,2016
1100,57.8,72.4,35.8,2018
1100,57,76.9,47.6,2017
1100,49.1,76.3,53.4,2016
1100,50.5,61.6,43.1,2019
1100,44.1,,,2021
1100,45,31.6,50,2022
1094,47.7,71.2,37.3,2018
1094,47.9,64.1,43,2017
1094,47.4,79.1,42.5,2016
1094,41.6,63.5,35.8,2019
1094,43.9,,57.7,2021
1094,26.8,,,2022
1084,32.8,78.2,24.8,2018
1084,43.8,87.7,42.6,2017
1084,42.4,77.3,32.9,2016
1084,44.4,74,39,2019
1084,33.9,,,2021
1084,36.9,66.7,26.4,2022
1077,,,,2018
1043,24.7,65.9,34.2,2018
1043,28.1,73.7,40,2017
1043,36.1,69.3,40.1,2016
1043,24.3,60.5,31,2019
1043,35.5,,29.8,2021
1043,20.9,57.6,38.3,2022
1040,49.2,70.4,49.5,2018
1040,45.3,69.6,40.3,2017
1040,50.4,72.5,40.8,2016
1040,41.4,56.2,42.7,2019
1040,25.6,,18.1,2021
1040,24,57,29.4,2022
1030,50.4,72.9,37.7,2018
1030,39.3,52.2,27.3,2017
1030,50.8,66.3,33.1,2016
1030,38.9,56.9,30.4,2019
1030,27.4,,9.3,2021
1030,,64.5,23.3,2022
1029,39.4,60.9,27.8,2018
1029,46.7,67,28.6,2017
1029,49.5,62.5,22.1,2016
1029,38.2,54.2,21.4,2019
1029,42.1,,,2021
1029,13.1,,25.4,2022
1014,33.3,54.1,23,2018
1014,18,48.3,25.8,2017
1014,36.9,54.7,16.9,2016
1014,48.9,54.2,29.2,2019
1014,31.4,42.4,14.3,2021
1014,13.3,50.9,15.5,2022
1005,39,75.6,56.1,2018
1005,37.1,68.9,44.4,2017
1005,48.3,71.3,45.3,2016
1005,37.6,60.5,37.2,2019
1005,30.2,70.8,,2021
1005,28.4,,,2022
1000,46.3,72.3,47.4,2018
1000,52.1,67.7,52.1,2017
1000,71.1,73.7,63.2,2016
1000,39.6,60.8,38.9,2019
1000,42.4,,41,2021
1000,30.6,37.7,26.4,2022
988,47.1,72.5,43.4,2018
988,53.2,74.2,32.3,2017
988,46.9,68.6,19.6,2016
988,36.1,47.3,23.6,2019
988,42.9,,25.8,2021
988,38.2,53.7,34.2,2022
965,47.9,81.1,62.2,2018
965,51.8,87.5,51.8,2017
965,60.7,83.9,50.9,2016
965,43.1,46.2,35.9,2019
965,32.1,,37.3,2021
965,27.3,48.1,,2022
964,45,66.1,62.9,2019
964,31.7,,40.5,2021
964,37.1,61.4,21.8,2022
964,56.1,56.7,55.2,2018
964,55.9,62.3,47.8,2017
964,57.7,78.2,59,2016
958,33.9,67.5,48.8,2018
958,39.9,64.8,42.6,2017
958,36.7,64.7,42.6,2016
958,35.9,61.7,40.9,2019
958,26.9,,32.1,2021
958,17,56.4,,2022
951,33.3,66.7,54.5,2019
951,26.7,,42.3,2021
951,40,52.9,41.8,2022
951,66.7,69.7,51.5,2018
951,73.1,80.8,53.8,2017
951,64.7,76.5,41.2,2016
949,50,67.7,39.2,2018
949,67.7,80.5,40.7,2017
949,67.5,69.6,40.9,2016
949,71,66.9,33.9,2019
949,45.7,71.9,21.1,2021
949,33.3,,37.7,2022
941,63,75,50.8,2018
941,40.6,62,38.8,2017
941,35.1,64.2,30.8,2016
941,51.5,71.4,45,2019
941,32.4,80.8,,2021
941,18.5,59,28.2,2022
921,46.3,62.1,31.8,2018
921,58.7,64.6,46.9,2017
921,48.5,71.4,47.1,2016
921,28.3,55.8,37.7,2019
921,67.4,,,2021
921,33.9,58.8,,2022
917,37.6,65.2,40.9,2019
917,32.1,,37.5,2021
917,22.7,55.6,24.4,2022
917,45.7,66.3,39.8,2018
917,43.3,67,37.1,2017
917,53.5,73.3,45.5,2016
913,48.4,66.5,39.7,2018
913,49.4,63.4,37.1,2017
913,61,74.5,45.9,2016
913,50.3,66.6,44.8,2019
913,41.2,70.5,,2021
913,14.2,57.3,16.9,2022
887,43.4,63.2,22,2018
887,50.3,63.6,32.9,2017
887,57.9,72.8,43,2016
887,46.3,58.5,29.4,2019
887,44.8,35.7,28.6,2021
887,28.7,69.9,35.3,2022
873,41,70,44.8,2018
873,40.1,69.5,33.9,2017
873,39.1,69.8,39.3,2016
873,35.2,58.9,38.8,2019
873,26.5,,58.3,2021
873,28.2,,27.3,2022
864,50.7,73.7,55.5,2018
864,43.3,61.7,42,2017
864,57.3,71.7,43,2016
864,50.4,68.3,52.8,2019
864,41.6,,40.5,2021
864,36.4,48.1,20.1,2022
820,33.8,50,45.6,2019
820,17.2,64.8,21.6,2021
820,20,46.2,16.7,2022
820,29.3,50,46.6,2018
820,48.1,63.9,46.4,2017
820,51.7,66.1,48.3,2016
816,65.4,74.5,54.7,2018
816,58.3,72.5,43.1,2017
816,64.1,67.3,31.4,2016
816,58.8,71.9,30.5,2019
816,44.2,,41.9,2021
816,46.8,66,56.2,2022
808,50,67.1,47.2,2018
808,56.3,66.2,35.2,2017
808,53.2,70.3,45.9,2016
808,54.5,67.7,41.3,2019
808,46.3,,37.4,2021
808,32.5,68.7,22.7,2022
802,48.7,67.4,40.6,2018
802,42.1,61.6,33.4,2017
802,50.5,72.9,50.9,2016
802,41.2,54.9,45.8,2019
802,37.4,,,2021
802,32,64.4,18.2,2022
788,46.9,61.9,36.6,2018
788,52.2,61,39.3,2017
788,51.8,72.3,36.8,2016
788,32.5,65.3,37.5,2019
788,34.5,,36.1,2021
788,26.9,58.7,31.9,2022
777,35.6,73,35.1,2019
777,36.8,,24.1,2021
777,15.4,,36.1,2022
777,34.8,69,35.3,2018
777,46.6,66.7,37.7,2017
777,52.7,70.6,43.8,2016
753,44.1,51.7,48.3,2018
753,56.2,68.4,40.8,2017
753,51.4,68.5,44.4,2016
753,36.2,57.6,47.5,2019
753,39.1,,,2021
753,23.9,79.1,25.8,2022
747,66,72.2,43.4,2018
747,69.4,76.7,49.3,2017
747,62.3,90.5,58.7,2016
732,55.9,67.6,50.5,2018
732,65.8,78.5,47.9,2017
732,64.1,81,53.4,2016
732,62.3,74.5,53.8,2019
732,55.7,,44,2021
732,32.1,60.5,45.6,2022
726,47.1,63.6,55.3,2018
726,40.3,63.2,44.4,2017
726,48.3,64.2,37.5,2016
726,41.1,56.4,43.9,2019
726,41.6,,,2021
726,34,55.6,45.8,2022
719,35.3,62.7,49,2019
719,40.5,,17.6,2021
719,21.7,58.6,,2022
719,54.9,69.4,52.9,2018
719,53.6,70.9,51.9,2017
719,53.8,58.5,47.2,2016
714,29,76.8,49.3,2018
714,40,70.8,42.7,2017
714,56.5,78.5,51.6,2016
714,48.2,73.8,54.8,2019
714,28.8,,,2021
714,44,16.2,32.8,2022
700,42.7,63.9,35.3,2018
700,41.8,77.8,28.1,2017
700,46.6,70.3,38.1,2016
700,35.7,75,39.8,2019
700,27.3,,42.9,2021
700,10.3,57.8,18.6,2022
695,58.2,62.2,42.9,2018
695,55.2,68.6,43.8,2017
695,64.4,75.6,51.1,2016
695,56.3,68,37.9,2019
695,39.5,,,2021
695,46.7,63.1,35.5,2022
675,56.6,73.3,55.9,2018
675,54.6,77.1,51.6,2017
675,51.5,72.4,46.7,2016
675,48.5,58.8,56.2,2019
675,54.5,,51.9,2021
675,44.1,47.3,23.1,2022
649,28.2,54.6,33,2019
649,27.1,,42.9,2021
649,25,,23.5,2022
649,46.4,60.6,43,2018
649,48.3,72,45.1,2017
649,49.1,68.4,39.1,2016
640,56.1,64.7,33.1,2018
640,61.9,72.1,41.3,2017
640,61.9,80.7,43.2,2016
640,55.1,69.6,43.2,2019
640,46.8,,50.9,2021
640,37.7,57,6,2022
594,46,70.2,38.4,2018
594,50.9,81.1,36.3,2017
594,53.7,75,28.3,2016
594,46.6,66.4,37,2019
594,42.6,0,32.7,2021
594,20.6,71.2,30,2022
555,6.7,13.3,6.7,2017
555,12.5,20.8,0,2016
536,42.4,64.2,33.6,2018
536,49.4,65.1,42.3,2017
536,54.6,66.5,33.8,2016
536,35.7,59.6,33.8,2019
536,43.4,,28.1,2021
536,38.2,67.1,11.1,2022
523,50.5,76.5,48.4,2018
523,58.9,77.1,49,2017
523,67.4,69.1,57.7,2016
523,43.7,61.8,49.5,2019
523,41.4,,25,2021
523,27.4,67.4,12,2022
513,48,55,42.4,2018
513,41.3,65.4,33.1,2017
513,39.6,79.5,37.2,2016
513,40.2,62.5,39.5,2019
513,33.8,,38.1,2021
513,26.3,69.8,,2022
509,55.8,72.1,50,2018
509,60.7,77.3,47.4,2017
509,59.7,77.2,52.5,2016
509,55.4,65.5,59.5,2019
509,31.6,,34.5,2021
509,37.6,28.6,0,2022
492,37.9,72.9,28.5,2018
492,39.2,68.3,24.5,2017
492,52.8,73.1,34.5,2016
492,37.6,62.5,32.8,2019
492,34.3,,47.7,2021
492,21.5,,25,2022
477,13.8,18.8,4.8,2019
477,18.2,32.3,0,2021
477,4.5,56.8,,2022
477,25.5,41.8,20,2018
477,27.9,34.5,17.2,2017
477,23.4,33.3,15.9,2016
470,49.5,75.8,37.7,2018
470,46.6,72.8,36.1,2017
470,55.2,69.6,44.3,2016
470,39.4,68.7,58.9,2019
470,35.1,,10.3,2021
470,28.6,66,,2022
467,48.6,71.7,49.6,2018
467,47.7,70.7,36.4,2017
467,55.2,76.4,38.9,2016
467,37.2,63,31.5,2019
467,26.4,,,2021
467,15.2,52.4,32.6,2022
460,57.2,68.8,43.2,2018
460,58,68,37.9,2017
460,62.2,78.1,47.8,2016
460,55.8,59.1,35.3,2019
460,42.1,,46.9,2021
460,46.2,62.4,,2022
448,43.5,64.9,30,2018
448,34,71.2,25.9,2017
448,49.7,67.1,23.3,2016
448,32.1,69.7,43.9,2019
448,41.9,,30.9,2021
448,26.9,76.2,35.7,2022
440,55,67.9,43.1,2018
440,45.7,63.8,33.3,2017
440,46.7,67.4,46.7,2016
440,46.1,63.3,33.3,2019
435,60.4,75.7,44.7,2018
435,58.6,67.7,40.3,2017
435,71.8,73.4,45.9,2016
435,45.1,69.1,47.4,2019
435,40.8,,39.6,2021
435,26.9,51.4,14.8,2022
416,20,33.3,9.2,2019
416,0,,,2021
416,,25.4,,2022
416,15.6,41.8,12.8,2018
416,24.3,45.3,20,2017
416,17.2,36.9,9.7,2016
412,36.1,66.9,21.7,2019
412,33.3,0,40.9,2021
412,22.9,50,8.6,2022
412,43.3,67.4,31.4,2018
412,37.3,62.7,20.8,2017
412,51.8,74.9,37.8,2016
409,42.8,58.3,35.3,2019
409,35.9,,29.6,2021
409,41.6,58.9,16.7,2022
409,45.6,67.4,29.5,2018
409,45.7,59.6,30,2017
409,47,65,27.6,2016
315,47,82.8,37.8,2018
315,46.4,82.2,46.5,2017
315,49.1,80.1,47.1,2016
315,49,73.4,49.6,2019
315,39.4,0,51.4,2021
315,29.6,57.9,42.9,2022
309,24.5,47.7,21.9,2018
309,34.3,46.7,23.8,2017
309,33,53.7,31.4,2016
309,24.2,45.5,30.5,2019
309,31.8,,32.6,2021
309,50.6,39.6,7.9,2022
254,59.6,73.9,41.3,2018
254,49.9,76.2,35.8,2017
254,59.2,74.1,43.9,2016
254,44.5,61,37.1,2019
254,44.3,,17.4,2021
254,34.7,68.5,45.9,2022
196,34.3,55,29,2018
196,31.7,45.4,27.3,2017
196,48.5,65,41.3,2016
196,32.4,45.6,36.3,2019
196,42.2,,,2021
196,27.1,,,2022
170,53.6,73.5,44.6,2018
170,61.6,72.4,40.7,2017
170,62.6,60.7,39.3,2016
170,51.9,71.2,36.7,2019
170,34.7,,23.2,2021
170,19.1,38.6,27.5,2022
156,43.8,68.8,31.8,2018
156,50.6,70.8,33.1,2017
156,56.7,72.6,38.4,2016
156,34.8,55.4,36.1,2019
156,31.4,,16.7,2021
156,13,61.5,43.4,2022
144,48.6,58.7,49.3,2019
144,44.8,,28.2,2021
144,61.4,71.9,,2022
144,61,71.1,48.6,2018
144,59.3,66.5,53.6,2017
144,58.4,65.4,45.4,2016
107,33.5,41.9,25.4,2018
107,35.8,57.1,22.6,2017
107,49.8,65.3,34.2,2016
107,27.9,54.5,31.1,2019
107,30.7,,2.2,2021
107,28.8,60.3,51.3,2022
79,62.4,75.3,55.9,2018
79,42.4,72.8,60.2,2017
79,45,70,42.6,2016
79,49.5,51,53.6,2019
79,30,,28.9,2021
79,42.9,57.1,,2022
70,58.1,70.3,43.2,2018
70,50.9,78.4,46.4,2017
70,66.7,74.1,52.9,2016
70,37.2,48.8,32.6,2019
70,37.8,36.4,39,2021
70,37.5,62,21.9,2022
62,46.8,74.2,46.2,2018
62,53,73.9,41.5,2017
62,49.9,78.3,44.7,2016
62,52.9,71.7,36.5,2019
