school_number,school_name,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
5151,HAZLETON AREA HS,28.9,,,2018
7348,LAKE-LEHMAN JSHS,43.6,49.8,27.1,2018
2924,NORTHWEST AREA HS,48.3,68.2,33.1,2018
2958,PITTSTON AREA SHS,61.2,77.2,60.3,2018
5058,WEST SIDE CTC,19.1,68.3,40.5,2018
5059,WILKES-BARRE AREA CTC,,28.4,27,2018
6632,ELMER L MEYERS JSHS,23,,,2018
3009,G A R MEMORIAL JSHS,27.1,38.5,27.6,2018
3008,JAMES M COUGHLIN JSH,42.9,42.7,23.5,2018
3007,WYOMING AREA SEC CTR,39.9,55.3,36.8,2018
6390,WYOMING VALLEY WEST SHS,36.3,69.8,41.5,2018
6391,HUGHESVILLE JSHS,60.7,59.6,43.5,2018
6364,JERSEY SHORE AREA SH,59.6,68.4,43,2018
3034,LOYALSOCK TWP SHS,27.7,77.8,55.6,2018
4828,LYCOMING CTC,,62.8,35.3,2018
7291,MONTGOMERY JSHS,63.6,,,2018
3040,MONTOURSVILLE AREA S,50.4,81.8,54.5,2018
3045,MUNCY JSHS,34.8,71.9,51.3,2018
3048,SOUTH WILLIAMSPORT AREA JSHS,61.7,71.2,41.5,2018
3056,WILLIAMSPORT AREA SHS,47.8,87.7,64.2,2018
6368,BRADFORD AREA HS,42.5,68.4,40.5,2018
4691,FLOYD FRETZ MD SCH,,74.2,54,2018
3092,KANE AREA HS,58.8,,,2018
5245,OTTO-ELDRED JSHS,56.9,55.4,48.2,2018
3107,PORT ALLEGANY JSHS,64.1,64.7,49,2018
3111,SENECA HIGHLANDS AVTS,,61.5,52.5,2018
7013,SMETHPORT AREA JSHS,40.6,,,2018
3117,COMMODORE PERRY JSHS,51.5,63.2,56.5,2018
6122,FARRELL AREA HS/UMS,17.9,66.7,42.4,2018
5248,GREENVILLE JSHS,51.9,33.3,25.6,2018
3137,GEORGE JR REPUBLIC H,0,69.2,48.6,2018
6125,GROVE CITY AREA HS,35,21.4,7.1,2018
3145,HICKORY HS,54.2,63.4,40.7,2018
3150,JAMESTOWN AREA JSHS,48.6,69,46.8,2018
6126,KEYSTONE ED CTR CS,7.1,73,64.9,2018
7506,LAKEVIEW HS,47.2,18.5,7.1,2018
3155,MERCER AREA SHS,64.4,66.7,49.3,2018
3158,REYNOLDS JSHS,42.9,70.8,54.8,2018
3165,SHARON HS,45.9,71.4,53.6,2018
8093,SHARPSVILLE AREA SHS,48.4,61.8,29.4,2018
3124,WEST MIDDLESEX AREA HS,55.7,70.5,42.6,2018
6129,MIFFLIN COUNTY HS,25.9,75.4,40,2018
8187,E STROUDSBURG SHS SOUTH,49.4,55.3,40.6,2018
6935,EAST STROUDSBURG SHS NORTH,45.8,60.1,33,2018
7641,EVERGREEN COMMUNITY CS,54.5,62.1,48,2018
7866,MONROE CAREER & TECH INST,,81.8,54.5,2018
6674,PLEASANT VALLEY HS,46.4,,,2018
3210,POCONO MT EAST HS,38.7,72.4,46.1,2018
3216,POCONO MT WEST HS,33.6,69,46.6,2018
7738,STROUDSBURG HS,49.5,45.2,34.1,2018
3224,ABINGTON SHS,44.1,72.3,47.3,2018
3241,CHELTENHAM HS,38.9,69.8,34.1,2018
3260,PLYMOUTH-WHITEMARSH,34.7,60.9,36,2018
3333,CTR FOR TECH STUDIES MONT CO,,71,29.9,2018
4967,EASTERN CTR FOR ARTS & TECHNOLOG,,36.4,,2018
4822,HATBORO-HORSHAM SHS,43.6,,,2018
3272,JENKINTOWN MIDDLE/HIGH SCH,53.8,58.4,32.7,2018
8049,HARRITON SHS,37.3,70,44,2018
3296,LOWER MERION HS,45.7,63,20.3,2018
3295,LOWER MORELAND HS,50.9,67.2,27.2,2018
4960,ARCOLA INTRMD SCH,,73.1,41.1,2018
6716,METHACTON HS,54.1,,,2018
3305,EISENHOWER MS,,70.6,33.4,2018
3321,NORRISTOWN AREA HS,49,,,2018
6729,ROOSEVELT ALTERN SCH,30,60,32.1,2018
6998,NORTH MONTCO TECH CAREER CTR,29.4,35,15,2018
4958,NORTH PENN SHS,33.4,53.3,46.7,2018
5345,PA VIRTUAL CS,26.9,71,35.9,2018
7687,PERKIOMEN VALLEY HS,55.8,65.5,27.2,2018
3328,POTTSGROVE SHS,47.2,73.3,39.6,2018
3338,POTTSTOWN SHS,26.6,62.9,38.4,2018
3348,SOUDERTON AREA SHS,51.6,56.3,36.1,2018
3354,SPRINGFIELD TWP HS,51.4,79.3,38.3,2018
3376,SPRING-FORD MS 8TH GRADE CTR,,70.6,35,2018
7818,SPRING-FORD SHS,37.9,,,2018
3367,UPPER DUBLIN HS,31.4,72.6,31.5,2018
5078,UPPER MERION HS,47.9,64.6,32,2018
3395,UPPER MORELAND HS,52.4,57.8,37,2018
3401,UPPER PERKIOMEN HS,40.6,71.6,43,2018
5081,WESTERN MONTGOMERY CTC,,74.5,41.8,2018
4959,WISSAHICKON SHS,40.6,,,2018
3247,DANVILLE AREA SHS,24.5,59.7,36.5,2018
3425,BANGOR AREA SHS,61.7,64.1,29.7,2018
3434,FREEDOM HS,40.9,72.4,41.9,2018
4957,LIBERTY HS,29.8,57,27.2,2018
3465,BETHLEHEM AVTS,22.2,55.6,32.7,2018
5286,CAREER INSTITUTE OF TECH,,20,15.8,2018
5109,EASTON AREA HS,41.4,,,2018
3482,LEHIGH VALLEY CHS PERFORMING ART,57,65,40.1,2018
7634,NAZARETH AREA HS,44,81.2,65.1,2018
3495,NORTHAMPTON AREA MIDDLE SCHOOL,,68.4,35.2,2018
5258,NORTHAMPTON AREA SHS,60.5,,,2018
3505,PEN ARGYL AREA HS,38.7,69.9,45,2018
6439,SAUCON VALLEY SHS,39.8,55.1,43.8,2018
5352,WILSON AREA HS,57.4,71.5,45,2018
3522,LINE MOUNTAIN HS,62,63.4,46,2018
3532,MILTON HS,48.9,76.3,53.2,2018
3541,MOUNT CARMEL AREA HS,60.3,60.6,36.7,2018
6936,SHAMOKIN AREA HS,52.7,60.8,49.4,2018
7893,SHIKELLAMY HS,42,71.3,55.9,2018
3569,WARRIOR RUN HS,47.4,54.9,33.3,2018
5103,GREENWOOD HS,67.3,64,43.2,2018
6341,NEWPORT HS,38.9,77.6,57.1,2018
7930,SUSQUENITA HS,41.9,70.8,52.8,2018
3589,WEST PERRY SHS,42.5,61.3,38.7,2018
3596,ACT Academy Cyber Charter School,5.3,68.5,42,2018
8217,ARCH AND DESIGN CHS,9.4,16.7,7.1,2018
7578,ASPIRA BILINGUAL CYBER CHARTER S,11.4,16,9.3,2018
8148,BOYS LATIN OF PHILADELPHIA CS,35.4,34.1,4.5,2018
7981,COMM ACAD OF PHILA CS,36.7,40.5,36.7,2018
7510,EASTERN UNIVERSITY ACAD CS,11.1,50,50,2018
8127,ESPERANZA CYBER CS,21.1,48.9,24.4,2018
8216,FIRST PHILA CS FOR LITERACY,15.3,42.1,26.3,2018
7744,FRANKLIN TOWNE CHS,54.7,34.2,15.1,2018
7666,FREIRE CS,43,87.5,67.9,2018
7586,IMHOTEP INSTITUTE CS,6.8,69.1,45.2,2018
7542,KIPP DUBOIS CHARTER SCHOOL,26.3,21.3,6.1,2018
8358,MARIANA BRACETTI ACAD CS,62.2,34.2,21.6,2018
7672,MARITIME ACADEMY CS,40.4,66.1,45.7,2018
7777,MAST COMMUNITY CS,50.5,62.5,41.8,2018
7574,MASTERY CS - GRATZ CAMPUS,20.2,78.2,42.6,2018
8207,MASTERY CS - HARDY WILLIAMS,25,25.2,9.7,2018
7588,MASTERY CS - LENFEST CAMPUS,16.4,43.4,23.2,2018
7678,MASTERY CS - PICKETT CAMPUS,36.4,58.2,14.8,2018
7961,MASTERY CS - SHOEMAKER CAMPUS,24.8,65.3,29.6,2018
7909,MASTERY CS - THOMAS CAMPUS,23.7,58.3,13.6,2018
7910,MATH CIVICS & SCIENCES CS,8.6,59.8,28,2018
7582,MULTI-CULTURAL ACADEMY CS,54,23.9,10.1,2018
7546,NEW FOUNDATIONS CS,43.8,86,32,2018
7649,NUEVA ESPERANZA ACAD CS,30.7,63.2,44.8,2018
7665,OLNEY CHARTER HS,12.7,51.5,23,2018
8205,PEOPLE FOR PEOPLE CS,,20.1,8.4,2018
7685,PHILA ELEC & TECH CHS,27.7,,,2018
7737,PHILADELPHIA ACAD CS,46.3,57.7,29.2,2018
7587,ACADEMY AT PALUMBO,62.3,74.4,47.6,2018
7904,ARTS ACADEMY AT BENJAMIN RUSH,40,81.8,55,2018
8039,BODINE WILLIAM W HS,59,76.1,58.6,2018
7070,BUILDING 21,21.3,80.8,53,2018
8332,CARVER HS ENGINEERING & SCIENCE,59.9,40.5,12.7,2018
7023,CENTRAL HS,38.8,85.8,67.1,2018
3848,CONSTITUTION HS,43.9,71.2,34.7,2018
7905,CREATIVE &  PERFORM ARTS,52.3,46.9,44.9,2018
6996,DOBBINS MURRELL AVT HS,7.7,68.8,39.4,2018
3841,EDISON HS - FAREIRA SKILLS,7.3,21,6.2,2018
3849,FELS SAMUEL HS,9.8,18.3,7.3,2018
3816,FRANKFORD HS,8.9,29.9,5,2018
3850,FRANKLIN BENJAMIN HS,7.9,18.8,2.5,2018
3851,FRANKLIN LEARNING CTR,33.8,13.8,14.1,2018
6822,FURNESS HORACE HS,18.6,55.2,37.4,2018
3818,GEORGE WASHINGTON HS,18.8,15,15.7,2018
6527,GIRARD ACAD MUSIC PROG,57.1,36.6,15.3,2018
7664,GIRLS HS,60.5,85.9,42.2,2018
3843,HILL-FREEDMAN,67.5,87.7,68.3,2018
7229,JOHN BARTRAM HS,4,73.7,63.6,2018
3847,KENSINGTON CREATIVE & PERF ARTS,13.3,14.7,3,2018
7852,KENSINGTON CULINARY ARTS,8.5,30.1,4.2,2018
7855,KENSINGTON HS,5.4,24.3,15.5,2018
8388,KING MARTIN LUTHER HS,6.7,12.5,8.3,2018
6675,LANKENAU HS,36,26.7,4.2,2018
7811,LINCOLN ABRAHAM HS,10.4,49.3,26.7,2018
3845,MASTBAUM JULES E AVTS,12.3,22.3,9.9,2018
3842,MASTERMAN JULIA R SCH,13.6,19.2,4.1,2018
3808,MOTIVATION HS,19.3,53.6,11.8,2018
7815,NORTHEAST HS,29.8,27.2,17.5,2018
3855,OVERBROOK HS,9.3,47.1,25.6,2018
3857,PARKWAY NORTHWEST,16.3,17.9,6.3,2018
6548,PARKWAY WEST HS,34,42.9,10.9,2018
7808,PARKWAY-CENTER CITY SCHOOL,55.8,57.7,32.7,2018
7782,PAUL ROBESON HS FOR HUMAN SERVIC,26.7,89.2,47.5,2018
7780,PENN TREATY MS,21.8,44,21.3,2018
8293,PHILA MILITARY ACADEMY AT ELVERS,34,41.8,18.9,2018
7850,PHILADELPHIA LEARNING ACADEMY -,0,68.1,36.2,2018
8386,PHILADELPHIA LEARNING ACADEMY-NO,0,0,,2018
8385,RANDOLPH A PHILIP AVT HS,13.9,,,2018
7813,ROXBOROUGH HS,11.6,27.6,5,2018
3844,SAUL W B AGRICULTURAL SCHOOL,24.6,18.8,5.5,2018
3861,SAYRE WILLIAM L HS,1.9,41.2,18.8,2018
7245,SCHOOL OF THE FUTURE,10.8,14,4.3,2018
7903,SCIENCE LEADERSHIP ACADEMY,47.8,28,10.9,2018
7906,SOUTH PHILADELPHIA HS,3.7,71.9,44.3,2018
3859,STRAWBERRY MANSION HS,9.4,12.1,4.3,2018
7255,SWENSON ARTS & TECHNOLOGY HS,34.6,15.6,5.7,2018
7072,THE LINC,13,43.2,12.9,2018
8331,THE SCIENCE LEADERSHIP ACADEMY A,50,27.5,6.5,2018
8330,THE SD OF PHILADELPHIA VIRTUAL A,12.5,86.6,39.3,2018
8298,THE U SCHOOL: INNOVATIVE LAB,1.9,32.6,4.8,2018
8329,THE WORKSHOP SCHOOL,7.5,30.5,7,2018
8328,WEST PHILADELPHIA HS,19.7,19,,2018
3860,WIDENER MEMORIAL,,20.3,12.7,2018
3728,PHILADELPHIA PERF ARTS CS,32.7,,,2018
7647,PREPARATORY CS OF MATH SCIENCE T,27.5,62.2,37.7,2018
7540,SANKOFA FREEDOM ACADEMY CS,27.3,62.9,29.4,2018
8083,TACONY ACADEMY CHARTER SCHOOL,27,51.5,15.6,2018
8126,TECH FREIRE CS,21.7,43,29,2018
8359,UNIVERSAL AUDENRIED CS,19,50,16.3,2018
8195,DELAWARE VALLEY HS,58.9,30.4,24.3,2018
5261,WALLENPAUPACK AREA H,50.7,72.5,42.9,2018
4310,AUSTIN AREA JSHS,58.3,69.5,46.8,2018
6222,COUDERSPORT AREA JSH,50,75,41.7,2018
3869,GALETON AREA SCH,70.4,78.6,42.9,2018
6223,NORTHERN POTTER JSHS,32,77.8,51.9,2018
3875,OSWAYO VALLEY HS,72.5,50,19.2,2018
3877,BLUE MOUNTAIN HS,49.3,85,55,2018
3891,GILLINGHAM CS,9.1,67.2,39.5,2018
8161,MAHANOY AREA JSHS,37.7,27.3,9.1,2018
8403,MINERSVILLE AREA JSH,45.5,65.1,33.3,2018
6583,NORTH SCHUYLKILL JSHS,55.5,53.8,38.3,2018
3883,PINE GROVE AREA HS,59.5,70.3,54.7,2018
3910,POTTSVILLE AREA HS,55.2,60.5,53.5,2018
3924,SCHUYLKILL HAVEN  HS,53.8,75.8,44.8,2018
5264,SHENANDOAH VALLEY JS,30,74.7,53.2,2018
3940,TAMAQUA AREA SHS,50,52.6,36.3,2018
5070,TRI-VALLEY JSHS,66.2,71.2,37.5,2018
3957,WILLIAMS VALLEY JSHS,50.9,60,44.6,2018
3914,MIDD-WEST HS,49.6,64.9,42.1,2018
3962,SELINSGROVE AREA HS,51.7,75,51.5,2018
3969,BERLIN BROTHERSVALLE SHS,54.9,58.5,40.2,2018
6207,CONEMAUGH TWP AREA J,51.1,62.7,50,2018
3978,MEYERSDALE AREA HS,47.1,63.6,37.9,2018
3994,NORTH STAR HS,43.2,59.4,49.3,2018
3988,ROCKWOOD AREA JSHS,60.3,73.8,54.3,2018
6210,SALISBURY-ELK LICK JSH,47.1,71.4,55.6,2018
4002,SHADE JSHS,50,58.8,35.3,2018
4006,SHANKSVILLE-STNYCRK HS,58.3,65.8,42.1,2018
6800,SOMERSET AREA JR-SR HS,50.6,52,20.8,2018
8274,SOMERSET CO TECHNOLOGY CENTER,,73.2,37.5,2018
6660,TURKEYFOOT VALLEY AR JS,32,,,2018
6216,WINDBER AREA HS,43.2,62.5,24,2018
4026,SULLIVAN CO JSHS,68.2,76.1,38.6,2018
4030,BLUE RIDGE HS,62.1,77.3,50,2018
4034,ELK LAKE JSHS,49.3,70.7,51.8,2018
6418,FOREST CITY REG HS,57.1,78.1,54.8,2018
6419,MONTROSE AREA JSHS,45.9,67.2,34.4,2018
4044,MOUNTAIN VIEW JSHS,48.5,70.3,41.4,2018
4049,SUSQUEHANNA COMM JS,53.2,66.2,45.6,2018
4054,SUSQUEHANNA COUNTY CTC,7.7,83.3,48.9,2018
7106,COWANESQUE VALLEY JS,62.9,7.7,7.7,2018
4058,WILLIAMSON SHS,45.9,78.9,44.3,2018
6373,LIBERTY JSHS,42.4,45.9,41.7,2018
4064,NORTH PENN-MANSFIELD JSHS,48.3,65,50.8,2018
4068,WELLSBORO AREA HS,48.8,70,48.9,2018
4080,LEWISBURG HS,31.1,76.6,53.5,2018
4085,MIFFLINBURG AREA SHS,58.1,62.9,44.4,2018
4091,SUN AREA CTC,,72.3,48.4,2018
5355,CRANBERRY AREA JSHS,50,,,2018
4098,FRANKLIN AREA HS,49.7,77.9,48.5,2018
4106,OIL CITY AREA SHS,67.4,62.9,43.4,2018
4101,TITUSVILLE SHS,52.2,,50,2018
4931,ROCKY GROVE JSHS,56.6,71.7,32.1,2018
1668,VENANGO TECHNOLOGY CENTER,,60,48.7,2018
4126,TIDIOUTE COMMUNITY CS,45,59.2,,2018
5162,EISENHOWER MS/HS,45.5,,50,2018
7833,SHEFFIELD MS/HS,40,80,45.5,2018
4143,WARREN AREA HS,34.5,75.6,25.7,2018
4146,YOUNGSVILLE HS,49.1,48.6,37.3,2018
4149,AVELLA AREA JSHS,64.9,66.2,51.8,2018
4135,BENTWORTH SHS,43.7,66.7,58.5,2018
4165,BETHLEHEM-CENTER SHS,30.1,73.2,41.4,2018
4188,BURGETTSTOWN MIDDLE/HIGH SCHOOL,49.3,70.5,44.7,2018
4181,CALIFORNIA AREA SHS,32.7,61.2,50.7,2018
4195,CANON-MCMILLAN SHS,37.3,57.7,29.6,2018
4203,CHARLEROI AREA HS,40.6,66.7,35.9,2018
4217,CHARTIERS-HOUSTON JS,49.3,67.6,43.3,2018
4715,FORT CHERRY JSHS,50,72.2,46.6,2018
4235,MCGUFFEY HS,48.1,79.5,46.3,2018
4242,MON VALLEY CTC,6.7,74.1,39.6,2018
4249,PETERS TWP HS,49.9,58.5,7.1,2018
6635,RINGGOLD SHS,42.9,14.3,42.6,2018
5083,TRINITY SHS,32.9,79.8,44.7,2018
7019,WASHINGTON HS,50,60,52.2,2018
6012,WESTERN AREA CTC,,71.3,30,2018
4286,HONESDALE HS,47.9,64.8,,2018
6609,WESTERN WAYNE HS,57.6,,44.9,2018
4295,BELLE VERNON AREA HS,51.4,66.5,49,2018
6704,BURRELL HS,48.9,74.1,35.6,2018
4930,CENTRAL WESTMORELAND CTC,5.9,74.3,48.5,2018
4340,DERRY AREA SHS,51.7,69.2,25,2018
6172,DR ROBERT KETTERER CS,,25,45.5,2018
4352,EASTERN WESTMORELAND CTC,,67.1,,2018
7550,FRANKLIN REGIONAL SH,36.5,,,2018
4360,GREATER LATROBE SHS,39.3,71.6,35.9,2018
4845,GREENSBURG-SALEM HS,52.5,71.4,38.3,2018
4373,HEMPFIELD AREA SHS,42,68.5,44.5,2018
4404,JEANNETTE HS,45.9,69.6,40.6,2018
8421,KISKI AREA HS,45.3,53.3,41.9,2018
4431,LIGONIER VALLEY SHS,53.2,62.6,41.8,2018
4442,MONESSEN SHS,43.8,65,42,2018
6181,MOUNT PLEASANT SHS,56.2,54.2,33.3,2018
4458,VALLEY JSHS,26,74,39.3,2018
8323,NORTHERN WESTMORELAND CTC,,43.4,19.4,2018
6816,NORWIN SHS,48.1,,,2018
4717,PENN TRAFFORD HS,71.2,67.6,39.5,2018
6648,SOUTHMORELAND SHS,66.9,74.7,49.4,2018
6191,YOUGH SHS,52.1,75.4,39,2018
4735,LACKAWANNA TRAIL JSH,45.5,71.8,40.5,2018
4528,TUNKHANNOCK HS,44.5,51.7,21.1,2018
5271,CENTRAL YORK HS,38.3,67.9,49.2,2018
4545,DALLASTOWN AREA SHS,41.3,69.1,33.6,2018
4553,DOVER AREA HS,44.4,71,40.3,2018
4558,EASTERN YORK HS,47.9,71.7,44,2018
4564,HANOVER SHS,50.5,71.2,48.3,2018
4571,HELEN THACKSTON CHARTER SCHOOL,7.6,68.2,37.4,2018
8041,NORTHEASTERN SHS,49.6,36.4,5.6,2018
4577,NORTHERN HS,57.2,75,45.9,2018
6345,RED LION AREA SHS,37.2,70.3,40.9,2018
4598,KENNARD-DALE HS,42.4,69.3,44.4,2018
4602,SOUTH WESTERN SHS,36,73.3,40.4,2018
4608,SUSQUEHANNOCK HS,62.2,76.3,44,2018
4614,SPRING GROVE AREA SH,51.5,74,57,2018
4623,CEDAR CLIFF HS,49.1,75,54.7,2018
1732,RED LAND SHS,56.9,65.4,41.2,2018
4704,WEST YORK AREA SHS,41.8,71.8,43,2018
6705,WILLIAM PENN SHS,25.4,66.1,44,2018
4647,YORK CO SCHOOL OF TECH,47.7,38.9,25.3,2018
5168,YORK SUBURBAN SHS,44.3,61.9,52.2,2018
3,BERMUDIAN SPRINGS HS,45.3,71,37,2017
17,NEW OXFORD SHS,38.1,59.8,36.4,2017
6269,FAIRFIELD AREA HS,52.2,72.5,56.3,2017
6271,GETTYSBURG AREA HS,48.4,71.1,40,2017
14,LITTLESTOWN SHS,58.3,73.2,41.7,2017
21,BIGLERVILLE HS,44.7,72.3,37.2,2017
7846,ACADEMY CHARTER SCHOOL,0,8.3,0,2017
29,SPRINGDALE JSHS,53,72.3,37.8,2017
5199,AVONWORTH SHS,38.3,67,39.4,2017
50,BALDWIN SHS,50.8,65.2,38.5,2017
62,BETHEL PARK SHS,53,73.9,41.5,2017
70,BRENTWOOD SHS,50.9,78.4,46.4,2017
79,CARLYNTON JSHS,42.4,72.8,60.2,2017
6706,CHARTIERS VALLEY HS,58.2,72.3,44.9,2017
7727,CITY CHS,48.3,66,42.1,2017
8094,CLAIRTON MS/HS,20.4,38.8,14,2017
8087,CORNELL HS,32.6,58.7,32.6,2017
513,DEER LAKES HS,41.3,65.4,33.1,2017
8340,EAST ALLEGHENY JSHS,34,43,25.7,2017
144,ELIZABETH FORWARD SH,59.3,66.5,53.6,2017
156,FOX CHAPEL AREA SHS,50.6,70.8,33.1,2017
170,GATEWAY SHS,61.6,72.4,40.7,2017
5190,HAMPTON HS,53.1,75.2,41.9,2017
5153,HIGHLANDS HS,46,44.3,35.4,2017
8308,HILL HOUSE PASSPORT ACADEMY CS,4.4,21.4,0,2017
5112,KEYSTONE OAKS HS,50.7,74.8,51.4,2017
6105,MCKEESPORT AREA SHS,29.1,46.2,24,2017
5017,MONTOUR HS,55.3,77.4,45.5,2017
4951,MOON SHS,56.5,79.4,36.7,2017
254,MT LEBANON SHS,49.9,76.2,35.8,2017
8305,NORTH ALLEGHENY HIGH SCHOOL,47.8,68.5,33.8,2017
7101,NORTH HILLS SHS,39.5,66.5,45.8,2017
53,NORTHGATE JSHS,40.6,67.7,32.8,2017
7821,PA DISTANCE LEARNING CS,17.6,54.9,25.5,2017
309,PENN HILLS SHS,34.3,46.7,23.8,2017
315,PINE-RICHLAND HS,46.4,82.2,46.5,2017
8203,ACADEMY AT WESTINGHOUSE,14.1,18.5,13.1,2017
409,ALLDERDICE HS,45.7,59.6,30,2017
6915,BRASHEAR HS,26.8,51.3,24.8,2017
412,CARRICK HS,37.3,62.7,20.8,2017
416,PERRY TRADITIONAL ACAD HS,24.3,45.3,20,2017
8106,PITTSBURGH CAPA 6-12,53.9,75.9,43.3,2017
8110,PITTSBURGH MILLIONES 6-12,28.4,25.4,3.1,2017
8105,PITTSBURGH OBAMA 6-12,55.6,68.4,35.3,2017
8300,PITTSBURGH ONLINE ACADEMY,25,54.5,12.5,2017
8107,PITTSBURGH SCIENCE & TECH ACAD,70,84.3,51.4,2017
435,PLUM SHS,58.6,67.7,40.3,2017
8129,PROPEL CS - BRADDOCK HILLS,33.8,53,23.4,2017
7772,PROPEL CS - HOMESTEAD,25.6,48.8,25.6,2017
448,QUAKER VALLEY HS,34,71.2,25.9,2017
6928,RIVERVIEW HS,58.7,72.3,34.4,2017
460,SHALER AREA HS,58,68,37.9,2017
440,SOUTH ALLEGHENY MS/HS,45.7,63.8,33.3,2017
470,SOUTH FAYETTE TWP HS,46.6,72.8,36.1,2017
467,SOUTH PARK SHS,47.7,70.7,36.4,2017
7648,SPECTRUM CS,,,,2017
196,STEEL VALLEY SHS,31.7,45.4,27.3,2017
477,STO-ROX HS,27.9,34.5,17.2,2017
492,UPPER SAINT CLAIR HS,39.2,68.3,24.5,2017
7562,URBAN PATHWAYS 6-12 CHARTER SCHO,27.9,53.5,23.3,2017
509,WEST ALLEGHENY SHS,60.7,77.3,47.4,2017
523,THOMAS JEFFERSON HS,58.9,77.1,49,2017
536,WEST MIFFLIN AREA HS,49.4,65.1,42.3,2017
555,WILKINSBURG SHS,6.7,13.3,6.7,2017
107,WOODLAND HILLS JSHS,35.8,57.1,22.6,2017
2320,APOLLO-RIDGE HS,55.6,69,55.4,2017
8342,ARMSTRONG JSHS,74.4,76.2,43.3,2017
7640,WEST SHAMOKIN JSHS,70.2,76.3,47.5,2017
594,FREEPORT AREA SHS,50.9,81.1,36.3,2017
7923,LEECHBURG AREA JSHS,58.3,78.4,55.3,2017
4807,LENAPE AVTS,51.9,62.6,52.7,2017
8086,ALIQUIPPA JSHS,27.1,39,15.3,2017
6555,AMBRIDGE AREA HS,44.6,61.9,43.7,2017
640,BEAVER AREA SHS,61.9,72.1,41.3,2017
649,BEAVER FALLS AREA SH,48.3,72,45.1,2017
6707,BLACKHAWK HS,56.6,82.4,45,2017
8044,CENTRAL VALLEY HS,53.6,77.4,43.4,2017
6563,FREEDOM AREA SHS,54,62.5,45.6,2017
675,HOPEWELL SHS,54.6,77.1,51.6,2017
7859,LINCOLN PARK PERFORMING ARTS CS,50.7,78.1,45.6,2017
695,NEW BRIGHTON AREA HS,55.2,68.6,43.8,2017
7650,PA CYBER CS,36.7,57.6,32.2,2017
700,RIVERSIDE HS,41.8,77.8,28.1,2017
8000,ROCHESTER AREA HS,43.8,40.8,34.7,2017
714,SOUTH SIDE HS,40,70.8,42.7,2017
719,WESTERN BEAVER CO JS/HS,53.6,70.9,51.9,2017
726,BEDFORD SHS,40.3,63.2,44.4,2017
732,CHESTNUT RIDGE SHS,65.8,78.5,47.9,2017
7897,EVERETT AREA HS,70.4,79.6,55.1,2017
8154,HOPE FOR HYNDMAN CS,47.1,52.9,41.2,2017
747,NORTHERN BEDFORD CO M/S HS,69.4,76.7,49.3,2017
753,TUSSEY MOUNTAIN HS,56.2,68.4,40.8,2017
820,ANTIETAM MIDDLE/SENIOR HS,48.1,63.9,46.4,2017
6306,BOYERTOWN AREA SHS,43.7,73.9,39.5,2017
6308,BRANDYWINE HEIGHTS HIGH SCHOOL,43.1,53.9,34,2017
777,CONRAD WEISER HIGH SCHOOL,46.6,66.7,37.7,2017
4810,DANIEL BOONE AREA HS,52.4,64.4,38.7,2017
788,EXETER TWP SHS,52.2,61,39.3,2017
5023,FLEETWOOD SHS,52.6,73.7,41.1,2017
802,GOVERNOR MIFFLIN SHS,42.1,61.6,33.4,2017
808,HAMBURG AREA HS,56.3,66.2,35.2,2017
8155,I-LEAD CS,15.3,34,5.6,2017
816,KUTZTOWN AREA SHS,58.3,72.5,43.1,2017
6610,MUHLENBERG HS,43.3,70,39.5,2017
6318,OLEY VALLEY SHS,65,69.5,47.9,2017
8117,READING INTERMEDIATE HIGH SCHOOL,,,,2017
8116,READING SHS,43.3,57.1,30.9,2017
864,SCHUYLKILL VALLEY HS,43.3,61.7,42,2017
4670,TULPEHOCKEN JSHS,52.8,68,40.4,2017
873,TWIN VALLEY HS,40.1,69.5,33.9,2017
6980,WILSON HS,66.7,75.2,36,2017
887,WYOMISSING AREA JSHS,50.3,63.6,32.9,2017
913,ALTOONA AREA HS,49.4,63.4,37.1,2017
7425,WM P KIMMEL ALT,,,,2017
917,BELLWOOD ANTIS HS,43.3,67,37.1,2017
7720,CENTRAL PENN DIGITAL LEARNING FN,0,,16.7,2017
921,CLAYSBURG-KIMMEL HS,58.7,64.6,46.9,2017
5207,HOLLIDAYSBURG AREA S,53.1,70.1,44.6,2017
941,CENTRAL HS,40.6,62,38.8,2017
949,TYRONE AREA HS,67.7,80.5,40.7,2017
951,WILLIAMSBURG COMM JSHS,73.1,80.8,53.8,2017
958,ATHENS AREA HS,39.9,64.8,42.6,2017
988,CANTON JSHS,53.2,74.2,32.3,2017
964,NORTHEAST BRADFORD J,55.9,62.3,47.8,2017
965,SAYRE AREA HS,51.8,87.5,51.8,2017
5208,TOWANDA AREA JSHS,50.9,69.2,40.7,2017
1000,TROY AREA SHS,52.1,67.7,52.1,2017
1005,WYALUSING VALLEY JSHS,37.1,68.9,44.4,2017
5116,BENSALEM TWP HS,37.3,59.1,32.7,2017
1014,BRISTOL JSHS,18,48.3,25.8,2017
1029,TRUMAN SHS,46.7,67,28.6,2017
1030,BUCKS COUNTY TECHNICAL HS,39.3,52.2,27.3,2017
1040,WILLIAM TENNENT HS,45.3,69.6,40.3,2017
5133,CENTRAL BUCKS HS-EAST,31.3,68,24,2017
