school_number,number_of_students,number_of_low_income_students,year
7484,346,335,2021
5027,510,481,2021
832,614,550,2021
5025,539,505,2021
831,449,436,2021
6837,333,146,2021
8050,694,269,2021
4593,410,85,2021
4595,510,334,2021
4589,241,85,2021
5362,413,172,2021
4597,828,351,2021
4598,"1,479",519,2021
1495,567,13,2021
8168,231,124,2021
8169,198,59,2021
7636,"1,098",326,2021
3164,521,213,2021
3165,458,217,2021
7684,425,425,2021
1278,787,246,2021
7941,718,211,2021
7413,349,181,2021
1989,231,94,2021
6805,185,83,2021
1925,435,156,2021
5043,221,177,2021
1926,352,144,2021
1928,353,91,2021
4705,395,147,2021
1930,259,111,2021
1934,"1,852",700,2021
7218,"1,313",569,2021
1932,287,200,2021
4268,397,153,2021
8197,574,329,2021
8103,810,359,2021
7019,838,385,2021
8189,641,265,2021
700,464,174,2021
8188,307,117,2021
5093,450,250,2021
6748,357,115,2021
2496,706,352,2021
0,108,63,2021
6928,402,138,2021
295,338,28,2021
6109,176,50,2021
7532,540,506,2021
8401,620,614,2021
7333,336,232,2021
8000,210,143,2021
8279,163,108,2021
6209,294,147,2021
6210,351,143,2021
1940,516,55,2021
7365,477,54,2021
6514,490,52,2021
1942,"1,218",185,2021
1937,426,43,2021
6625,936,127,2021
7677,699,680,2021
3930,527,304,2021
1978,84,43,2021
1991,175,71,2021
6697,583,268,2021
1992,409,176,2021
5169,631,223,2021
6864,490,167,2021
5365,473,165,2021
2833,516,164,2021
6818,135,60,2021
4002,125,57,2021
8083,640,498,2021
3485,659,177,2021
7210,659,183,2021
5352,694,178,2021
965,472,219,2021
6713,495,248,2021
7568,"1,350",494,2021
7331,429,193,2021
3935,264,115,2021
5264,467,197,2021
0,153,94,2021
6587,173,94,2021
7066,195,107,2021
7429,772,233,2021
864,688,213,2021
6888,692,222,2021
5149,287,246,2021
2474,399,328,2021
2481,809,613,2021
2455,188,164,2021
4736,331,292,2021
4858,448,353,2021
6970,349,287,2021
5232,445,334,2021
7700,"1,034",821,2021
4952,201,137,2021
6413,"1,602","1,138",2021
2487,872,728,2021
2489,"1,343",950,2021
6791,724,513,2021
4857,231,164,2021
3968,521,191,2021
3969,825,259,2021
6817,544,198,2021
7507,523,222,2021
7013,327,183,2021
0,404,186,2021
1178,799,113,2021
1180,569,122,2021
7488,484,115,2021
4907,882,178,2021
7489,591,92,2021
1179,555,47,2021
5311,"1,188",244,2021
8318,"2,313",435,2021
8084,341,125,2021
6594,161,121,2021
4006,196,184,2021
4696,354,82,2021
5101,296,122,2021
4843,141,71,2021
458,376,95,2021
8001,869,343,2021
460,"1,258",468,2021
8002,589,238,2021
7009,806,449,2021
7893,717,365,2021
8283,352,234,2021
7892,337,188,2021
7397,132,59,2021
6800,86,27,2021
7398,62,21,2021
3173,504,382,2021
3170,307,300,2021
8093,535,361,2021
8092,291,227,2021
3171,245,215,2021
7705,418,226,2021
7387,255,146,2021
3124,393,214,2021
3938,615,469,2021
3940,469,338,2021
2706,562,235,2021
2708,489,183,2021
7741,624,361,2021
3567,408,256,2021
3549,274,138,2021
3569,904,430,2021
8372,705,372,2021
1724,130,35,2021
7925,459,221,2021
7924,463,217,2021
1729,780,381,2021
5221,"1,065",416,2021
7921,472,238,2021
1169,348,145,2021
1171,443,165,2021
1172,624,223,2021
6647,457,159,2021
3116,401,260,2021
3117,362,178,2021
2656,197,84,2021
7354,407,177,2021
2654,322,157,2021
2655,373,152,2021
2657,403,183,2021
2658,"1,086",393,2021
5054,318,120,2021
7481,408,216,2021
4009,524,269,2021
8274,"1,086",508,2021
6660,468,289,2021
3357,320,145,2021
3266,427,120,2021
8062,699,215,2021
4722,796,118,2021
7262,429,77,2021
8282,417,45,2021
3354,"2,088",448,2021
7752,493,95,2021
4900,396,88,2021
7638,226,30,2021
7751,616,367,2021
8459,502,264,2021
8460,305,179,2021
1177,720,193,2021
7460,503,155,2021
7718,277,82,2021
7717,523,177,2021
4599,280,114,2021
4601,230,80,2021
4602,710,202,2021
6832,406,111,2021
7699,409,116,2021
4600,404,108,2021
8263,799,88,2021
7490,822,96,2021
468,722,93,2021
470,"1,094",115,2021
6328,698,178,2021
8402,478,152,2021
1730,413,144,2021
7611,496,147,2021
7527,12,12,2021
7682,686,205,2021
6906,538,146,2021
467,562,134,2021
6568,446,156,2021
714,317,107,2021
6937,203,57,2021
4603,517,216,2021
6641,"1,056",332,2021
4605,265,78,2021
4606,516,203,2021
4608,"1,274",364,2021
4607,618,169,2021
3054,465,237,2021
7719,172,87,2021
3056,571,227,2021
6516,"1,329","1,090",2021
1861,651,522,2021
6505,599,470,2021
6501,671,550,2021
1943,564,453,2021
7946,241,169,2021
2271,312,201,2021
2284,273,163,2021
6900,441,153,2021
1627,379,79,2021
7668,420,121,2021
7391,363,1,2021
2253,325,25,2021
2309,172,80,2021
2310,115,32,2021
2313,622,261,2021
2312,190,83,2021
8072,435,33,2021
8073,407,33,2021
8075,687,74,2021
4808,519,82,2021
2839,"1,058",168,2021
4070,218,127,2021
4062,166,91,2021
4064,235,99,2021
4068,562,296,2021
4839,498,259,2021
4613,404,134,2021
7556,502,101,2021
6692,527,118,2021
6286,470,114,2021
4614,964,217,2021
6932,551,294,2021
8102,425,233,2021
7978,270,174,2021
6191,572,274,2021
7960,739,737,2021
7648,38,19,2021
941,575,222,2021
936,347,164,2021
8076,378,181,2021
5130,391,191,2021
4617,418,128,2021
4620,341,133,2021
4623,"1,178",285,2021
4622,596,187,2021
6725,644,184,2021
4618,695,200,2021
1949,"1,026",207,2021
6518,665,194,2021
6519,670,88,2021
1950,"1,374",304,2021
8134,622,102,2021
3368,562,99,2021
3370,630,116,2021
3376,748,143,2021
3375,613,118,2021
7321,402,82,2021
7940,555,82,2021
3358,256,56,2021
4809,554,66,2021
3364,372,121,2021
7458,146,71,2021
3365,"1,218",185,2021
7817,639,109,2021
7818,655,109,2021
3367,"2,561",470,2021
7763,466,31,2021
1354,244,31,2021
1356,316,89,2021
1350,298,27,2021
7735,387,41,2021
1358,420,74,2021
7426,707,120,2021
6233,428,70,2021
6234,800,95,2021
1359,380,42,2021
1357,360,54,2021
1364,"2,436",421,2021
6113,811,314,2021
193,217,194,2021
259,323,148,2021
260,391,245,2021
196,405,220,2021
1799,730,561,2021
1801,593,521,2021
8158,89,34,2021
477,559,503,2021
7505,385,385,2021
8377,277,266,2021
7123,237,137,2021
3221,202,123,2021
6683,806,405,2021
8355,304,115,2021
3224,"1,240",524,2021
7593,833,373,2021
7839,"1,093",534,2021
7635,477,238,2021
8180,342,167,2021
4030,271,121,2021
5355,296,97,2021
7567,71,37,2021
6885,464,260,2021
4054,327,200,2021
7106,357,188,2021
4945,749,422,2021
1806,764,385,2021
1805,693,369,2021
1802,765,455,2021
6608,685,268,2021
3589,469,133,2021
7367,566,200,2021
7551,213,174,2021
8126,"1,075",514,2021
7662,445,253,2021
5070,681,313,2021
7031,668,421,2021
3948,298,140,2021
8359,513,457,2021
7846,84,5,2021
8252,972,791,2021
7833,290,156,2021
7363,230,132,2021
1666,213,119,2021
1663,251,154,2021
6168,205,109,2021
7601,450,230,2021
1668,552,258,2021
4811,349,194,2021
7862,461,281,2021
5208,696,434,2021
4690,465,17,2021
1423,"2,335",165,2021
1434,396,13,2021
1439,440,30,2021
1440,505,16,2021
1421,"1,052",69,2021
1438,580,33,2021
4689,"1,141",75,2021
4276,405,98,2021
6638,759,317,2021
7402,391,236,2021
6012,"1,059",379,2021
7424,249,88,2021
7388,412,219,2021
3955,325,123,2021
3954,136,40,2021
3957,431,142,2021
1000,628,313,2021
8192,441,246,2021
996,311,177,2021
6321,301,149,2021
6322,341,122,2021
4670,674,268,2021
8445,592,395,2021
8443,439,346,2021
5271,896,404,2021
8444,148,70,2021
6215,144,89,2021
6216,129,74,2021
0,122,122,2021
6280,713,283,2021
6281,549,247,2021
6282,239,97,2021
2221,224,91,2021
2222,223,109,2021
2226,297,178,2021
752,391,240,2021
753,291,186,2021
8411,271,166,2021
872,307,108,2021
868,363,121,2021
5029,404,135,2021
873,"1,035",300,2021
7328,944,310,2021
7614,742,388,2021
949,549,250,2021
7518,552,255,2021
2712,189,91,2021
7083,171,101,2021
2709,366,223,2021
6795,463,322,2021
2075,331,216,2021
7289,224,161,2021
8473,266,180,2021
1501,303,185,2021
6933,159,123,2021
2182,474,418,2021
6007,148,100,2021
7933,284,279,2021
7934,163,158,2021
2137,101,79,2021
2139,288,226,2021
2184,726,687,2021
2185,181,128,2021
1441,346,19,2021
6719,976,83,2021
7214,373,17,2021
7736,512,15,2021
1442,344,34,2021
1443,"1,351",113,2021
6680,476,266,2021
2358,449,174,2021
8287,524,522,2021
8195,543,543,2021
8145,488,487,2021
8251,703,703,2021
8146,626,624,2021
7580,574,419,2021
8196,218,218,2021
7938,443,227,2021
21,549,209,2021
8480,383,174,2021
7437,258,96,2021
4699,788,294,2021
1959,267,120,2021
1970,"1,539","1,113",2021
1960,667,477,2021
7943,340,247,2021
1971,"1,325",733,2021
1964,554,284,2021
1965,705,467,2021
1966,598,257,2021
7359,491,228,2021
1968,488,347,2021
7480,580,1,2021
1972,"3,987","2,336",2021
7845,271,198,2021
1969,499,257,2021
7263,385,197,2021
6340,343,147,2021
6339,303,130,2021
3385,425,68,2021
5251,505,57,2021
3382,428,35,2021
7652,451,46,2021
4943,928,120,2021
5078,"1,320",204,2021
6468,285,205,2021
4832,391,90,2021
3389,325,96,2021
8426,452,183,2021
3391,295,77,2021
3395,"1,293",498,2021
3394,"1,296",539,2021
8492,"1,534",498,2021
3401,982,307,2021
5249,790,283,2021
7073,482,187,2021
7264,442,103,2021
8468,487,138,2021
5081,"1,021",287,2021
3406,790,244,2021
5195,446,39,2021
5196,592,54,2021
490,525,43,2021
491,603,64,2021
4859,435,36,2021
492,"1,315",152,2021
7563,310,171,2021
7562,293,238,2021
8194,306,264,2021
4126,374,205,2021
7920,425,222,2021
6776,519,227,2021
6775,793,321,2021
7487,513,235,2021
7283,544,249,2021
5162,535,361,2021
8128,227,137,2021
8338,426,357,2021
4310,"1,002",492,2021
6956,672,354,2021
7169,452,240,2021
7417,434,240,2021
4305,256,153,2021
1905,504,112,2021
5287,"1,223",215,2021
1908,870,135,2021
1952,559,57,2021
1906,553,33,2021
5356,325,165,2021
4148,669,351,2021
8335,325,139,2021
4143,442,151,2021
8290,205,115,2021
4146,246,130,2021
7843,705,434,2021
4149,703,331,2021
4133,308,164,2021
4135,344,178,2021
8373,435,197,2021
5103,477,187,2021
3575,534,226,2021
2661,450,106,2021
7420,519,206,2021
4823,552,146,2021
2660,456,160,2021
5336,592,176,2021
2663,"1,308",353,2021
4286,418,267,2021
6912,219,158,2021
7456,852,653,2021
6148,442,126,2021
7475,471,195,2021
6654,416,153,2021
6424,269,95,2021
4295,679,277,2021
7446,390,193,2021
6425,153,77,2021
4291,405,211,2021
6865,381,168,2021
2233,613,378,2021
2234,346,170,2021
2238,501,236,2021
5330,425,172,2021
8408,"1,075",524,2021
2243,"1,383",574,2021
6446,319,172,2021
6838,123,76,2021
1327,164,87,2021
4075,186,90,2021
5095,306,128,2021
4079,493,207,2021
4080,437,165,2021
7760,590,136,2021
5366,463,149,2021
6895,787,196,2021
509,992,244,2021
5367,484,117,2021
6599,351,139,2021
1566,322,145,2021
8456,278,110,2021
1452,"1,038",196,2021
1392,455,82,2021
1395,504,75,2021
1456,446,58,2021
1454,399,83,2021
4812,474,107,2021
8491,489,105,2021
6910,556,99,2021
5137,908,166,2021
1457,481,36,2021
4813,489,68,2021
7324,557,90,2021
1451,869,151,2021
7894,"1,215",188,2021
6734,"1,226",224,2021
1453,"1,431",241,2021
1458,543,74,2021
8353,339,128,2021
8442,307,112,2021
516,369,80,2021
7382,759,168,2021
519,402,109,2021
4867,783,183,2021
523,941,193,2021
6803,206,89,2021
7307,168,82,2021
6129,376,161,2021
528,221,107,2021
8455,421,421,2021
536,911,478,2021
535,896,497,2021
7548,996,996,2021
6344,255,122,2021
3594,355,151,2021
4920,383,154,2021
3597,495,228,2021
3596,704,244,2021
7722,623,623,2021
1741,469,150,2021
1732,"1,351",463,2021
7395,683,207,2021
4588,224,53,2021
4583,459,103,2021
1736,474,194,2021
1716,553,277,2021
8276,569,242,2021
4585,255,137,2021
4704,"1,090",286,2021
7332,552,169,2021
1738,432,186,2021
1734,397,212,2021
5059,505,275,2021
4625,417,201,2021
4629,430,180,2021
8350,391,195,2021
6705,883,363,2021
7286,692,321,2021
6609,450,235,2021
715,341,141,2021
719,358,145,2021
4959,610,95,2021
8173,497,274,2021
6704,556,247,2021
7341,401,193,2021
4311,302,139,2021
8392,304,139,2021
1290,753,333,2021
8379,746,281,2021
0,175,73,2021
6983,523,256,2021
6841,544,314,2021
2848,"1,499",765,2021
5241,970,501,2021
8048,602,293,2021
7907,402,355,2021
6632,764,249,2021
5152,609,501,2021
2995,431,364,2021
6924,844,701,2021
3008,"1,000",872,2021
6923,804,709,2021
7492,633,404,2021
7497,749,566,2021
8495,"2,196","1,821",2021
8448,79,42,2021
5106,207,90,2021
553,299,259,2021
6509,226,122,2021
1887,517,287,2021
7385,280,173,2021
1856,146,91,2021
1890,308,170,2021
7020,338,233,2021
8231,"1,512","1,025",2021
7918,693,526,2021
1974,322,184,2021
8018,310,225,2021
7357,493,209,2021
3914,458,228,2021
950,231,94,2021
951,230,104,2021
3057,417,315,2021
3073,523,412,2021
6367,284,143,2021
3058,470,369,2021
6861,530,337,2021
7061,257,228,2021
8273,740,502,2021
6368,"1,469",941,2021
6963,359,149,2021
2721,343,108,2021
7352,303,116,2021
3516,220,123,2021
3520,234,52,2021
3522,736,364,2021
6785,678,363,2021
7053,325,200,2021
6773,520,205,2021
8234,568,129,2021
8233,524,178,2021
7436,533,225,2021
883,612,217,2021
6980,"2,025",678,2021
6982,769,293,2021
6981,742,209,2021
4026,347,151,2021
7145,236,117,2021
7500,635,323,2021
7724,934,538,2021
6470,505,70,2021
7491,631,111,2021
6835,654,149,2021
3414,594,83,2021
3245,"1,126",254,2021
3247,"1,467",367,2021
8466,734,508,2021
8088,530,419,2021
8465,516,356,2021
8090,440,336,2021
107,"1,004",660,2021
8175,650,329,2021
1005,604,254,2021
7273,488,289,2021
2875,168,81,2021
2874,419,229,2021
6390,"1,021",477,2021
6392,248,150,2021
2878,472,257,2021
2917,208,165,2021
8243,"1,221",940,2021
2918,89,48,2021
6986,"1,189",819,2021
6391,"1,386",835,2021
885,280,98,2021
887,874,316,2021
886,629,217,2021
8131,927,458,2021
8237,506,435,2021
8238,728,636,2021
8398,245,223,2021
8239,667,575,2021
8240,646,566,2021
8291,662,577,2021
8241,550,491,2021
8242,638,537,2021
4647,"1,548","1,331",2021
5168,"1,696",695,2021
4648,361,154,2021
6688,329,112,2021
4653,315,105,2021
4657,684,246,2021
4658,911,312,2021
8179,300,134,2021
4512,253,135,2021
4507,227,121,2021
8003,172,92,2021
4508,563,283,2021
4735,580,274,2021
7584,270,222,2021
7841,381,139,2021
8337,289,289,2021
8156,348,236,2021
7513,169,169,2021
7148,23,23,2021
7154,30,30,2021
7691,"1,241",107,2022
5273,920,367,2022
5091,"1,127",196,2022
6839,"1,097",196,2022
7570,441,44,2022
2407,196,29,2022
6398,289,20,2022
2402,310,17,2022
3242,"2,048",631,2022
3241,"2,749",871,2022
7707,918,253,2022
3229,440,158,2022
5075,572,168,2022
3232,461,174,2022
3234,415,140,2022
3226,521,134,2022
4910,411,187,2022
7824,958,598,2022
7825,582,534,2022
8471,254,80,2022
6661,741,366,2022
7858,"4,957","2,127",2022
8364,344,191,2022
6001,972,517,2022
7607,385,208,2022
7608,360,205,2022
4922,169,114,2022
2129,321,197,2022
6002,249,185,2022
4921,254,145,2022
8085,474,406,2022
8086,474,456,2022
0,518,424,2022
5296,484,211,2022
29,387,142,2022
7467,318,151,2022
4664,265,134,2022
8484,813,690,2022
8412,439,349,2022
2790,662,586,2022
2792,909,747,2022
2791,733,585,2022
2768,636,492,2022
8413,240,209,2022
2774,524,424,2022
2775,278,191,2022
2795,"1,915","1,409",2022
8140,625,516,2022
2779,482,404,2022
2780,488,361,2022
2781,409,312,2022
2782,532,426,2022
6448,560,487,2022
2793,"1,007",746,2022
4929,820,637,2022
2785,658,514,2022
2786,346,298,2022
2794,"2,852","2,164",2022
7543,559,482,2022
913,"2,228","1,386",2022
7986,"1,727","1,220",2022
891,299,150,2022
908,280,130,2022
895,460,386,2022
930,553,360,2022
7425,1,1,2022
933,439,297,2022
7199,406,295,2022
8280,368,323,2022
902,465,352,2022
6555,733,381,2022
633,467,242,2022
629,447,145,2022
661,316,223,2022
632,275,170,2022
2725,490,157,2022
2724,444,181,2022
8178,207,83,2022
2723,299,122,2022
820,548,336,2022
5205,329,182,2022
8482,278,177,2022
8031,699,573,2022
7787,514,302,2022
2320,307,130,2022
6570,274,153,2022
0,176,33,2022
0,39,22,2022
8342,"1,564",692,2022
569,201,98,2022
6574,216,80,2022
5002,724,382,2022
6577,336,177,2022
7896,475,249,2022
7895,548,287,2022
7640,574,252,2022
8214,312,178,2022
8336,414,313,2022
8148,876,537,2022
958,664,301,2022
4918,549,184,2022
8220,456,195,2022
8219,400,127,2022
6221,78,40,2022
6222,93,38,2022
4165,227,118,2022
7098,252,146,2022
7721,"1,886",715,2022
1367,"1,754",580,2022
1365,"1,457",467,2022
5216,819,246,2022
7323,"1,010",271,2022
34,612,84,2022
5199,564,80,2022
7669,307,47,2022
8320,464,52,2022
8211,586,378,2022
1335,842,335,2022
1333,90,38,2022
1334,116,47,2022
1331,100,41,2022
1330,373,180,2022
50,"2,088",946,2022
6787,"1,143",668,2022
37,435,191,2022
48,862,420,2022
3434,887,369,2022
5257,455,216,2022
8450,431,180,2022
8449,578,257,2022
3430,424,202,2022
7827,511,245,2022
7386,307,80,2022
640,644,189,2022
8065,433,106,2022
7823,589,123,2022
6985,697,365,2022
0,231,128,2022
7545,766,390,2022
7021,404,173,2022
726,538,233,2022
7096,342,178,2022
4930,752,322,2022
8269,334,154,2022
4328,635,398,2022
4325,646,293,2022
1343,847,246,2022
1342,576,159,2022
1341,335,158,2022
1339,244,54,2022
1340,404,86,2022
6229,193,49,2022
7144,371,160,2022
917,392,162,2022
914,400,169,2022
7750,926,837,2022
5211,542,310,2022
4675,378,288,2022
5116,"2,120","1,181",2022
6451,431,241,2022
1006,554,332,2022
7030,612,382,2022
6896,499,218,2022
1008,567,443,2022
6788,622,321,2022
1594,316,166,2022
8434,200,95,2022
8433,104,58,2022
7987,378,223,2022
7988,327,180,2022
4188,344,186,2022
0,145,56,2022
6304,"1,008",215,2022
7068,843,166,2022
6206,287,122,2022
7645,225,87,2022
6207,209,88,2022
7302,612,259,2022
3,592,180,2022
6921,548,206,2022
1605,782,430,2022
6808,844,511,2022
6349,156,64,2022
1597,396,189,2022
8378,486,272,2022
4802,348,58,2022
7326,327,64,2022
55,348,57,2022
62,"1,340",259,2022
4902,261,35,2022
61,537,97,2022
7327,583,110,2022
60,183,27,2022
5063,339,101,2022
3464,500,438,2022
3436,224,144,2022
3453,382,242,2022
6722,449,403,2022
4956,"1,047",490,2022
3456,361,114,2022
6723,513,439,2022
4957,"1,753",914,2022
3458,347,270,2022
3449,459,260,2022
3459,226,35,2022
3442,263,160,2022
3465,"2,640","1,646",2022
3443,319,245,2022
3454,300,271,2022
3455,340,125,2022
3463,781,379,2022
3462,725,541,2022
3452,508,235,2022
6633,224,174,2022
6634,239,172,2022
5286,"1,346",634,2022
6975,435,213,2022
5267,242,141,2022
4181,302,151,2022
649,469,355,2022
648,384,299,2022
650,291,183,2022
642,497,388,2022
1677,739,296,2022
6326,593,261,2022
7951,327,122,2022
1676,357,188,2022
7355,394,175,2022
6707,762,265,2022
8476,708,262,2022
6558,700,247,2022
6560,146,52,2022
6828,318,192,2022
5135,282,123,2022
0,272,168,2022
1610,99,38,2022
1612,428,184,2022
1611,354,164,2022
1606,432,266,2022
1608,220,67,2022
4659,616,203,2022
3891,803,257,2022
5263,575,196,2022
8505,451,161,2022
6891,495,238,2022
4034,290,120,2022
7400,219,106,2022
8145,531,423,2022
6804,871,257,2022
6305,719,284,2022
6306,"2,158",686,2022
6307,647,232,2022
762,269,138,2022
763,299,120,2022
754,531,141,2022
755,583,92,2022
766,510,219,2022
7981,776,526,2022
4691,754,457,2022
3092,569,401,2022
7037,567,411,2022
7281,528,355,2022
768,337,100,2022
6308,439,125,2022
8383,501,160,2022
7342,271,169,2022
70,361,196,2022
69,317,224,2022
68,207,130,2022
1014,339,248,2022
7743,198,155,2022
1013,627,461,2022
1027,730,513,2022
8368,935,583,2022
8369,943,668,2022
8367,"1,048",660,2022
8407,725,488,2022
1029,"1,670","1,128",2022
5148,466,225,2022
2362,418,194,2022
6162,602,298,2022
5231,425,234,2022
6163,116,50,2022
2368,221,125,2022
8384,700,513,2022
4818,434,271,2022
2154,352,214,2022
0,632,0,2022
7670,182,0,2022
1030,"1,439",650,2022
7477,460,249,2022
4195,527,207,2022
4333,497,212,2022
4340,579,225,2022
4339,416,165,2022
4336,252,104,2022
8494,212,193,2022
6690,"1,342",628,2022
8344,"1,989",804,2022
1148,631,248,2022
1150,300,87,2022
1134,253,180,2022
1138,534,329,2022
1142,403,197,2022
1184,278,141,2022
6999,"1,054",469,2022
8497,23,17,2022
7221,490,296,2022
6939,138,84,2022
4203,286,157,2022
7347,536,275,2022
1199,306,150,2022
5212,438,211,2022
1299,217,142,2022
1298,314,210,2022
7509,298,67,2022
1682,416,72,2022
1678,255,55,2022
1680,227,39,2022
4211,263,56,2022
4217,"1,655",485,2022
7217,777,199,2022
7216,387,113,2022
4938,258,62,2022
8397,759,238,2022
7764,430,126,2022
4937,431,190,2022
4214,308,64,2022
5303,442,160,2022
988,408,109,2022
0,324,144,2022
8278,186,14,2022
4870,395,163,2022
2420,779,537,2022
7457,773,571,2022
0,469,178,2022
5109,663,327,2022
1692,407,251,2022
1694,"1,578",618,2022
1689,516,264,2022
1691,346,244,2022
7011,543,234,2022
1683,231,140,2022
1690,368,193,2022
1686,223,133,2022
1687,188,62,2022
7010,577,297,2022
79,596,374,2022
77,359,298,2022
78,288,151,2022
7315,445,258,2022
7112,285,135,2022
8345,227,120,2022
8472,248,222,2022
2797,448,297,2022
2798,473,306,2022
6593,540,317,2022
8222,777,300,2022
7271,579,233,2022
7274,632,331,2022
5007,814,420,2022
1040,"1,774",708,2022
8200,707,354,2022
7726,163,124,2022
4683,694,226,2022
7796,695,75,2022
1044,450,54,2022
1081,827,115,2022
5133,"1,365",119,2022
7790,"1,720",207,2022
1043,"1,504",217,2022
7435,500,30,2022
4852,432,81,2022
1048,414,37,2022
7653,811,173,2022
5307,938,85,2022
7520,587,70,2022
1047,487,36,2022
1041,839,106,2022
1057,367,37,2022
7654,715,60,2022
5306,494,59,2022
1042,871,168,2022
1131,624,103,2022
7715,839,133,2022
4678,777,73,2022
1132,532,100,2022
6646,450,188,2022
1208,559,217,2022
1202,379,148,2022
1205,208,87,2022
7201,699,261,2022
5390,612,224,2022
1619,599,161,2022
1744,779,592,2022
1746,"1,590","1,091",2022
7820,848,282,2022
1745,"1,975",643,2022
1812,258,186,2022
7306,283,234,2022
1777,443,182,2022
6783,808,372,2022
1791,263,81,2022
1782,395,211,2022
1781,707,388,2022
1795,294,217,2022
1778,689,290,2022
1779,425,311,2022
1811,441,327,2022
1780,654,519,2022
1742,539,420,2022
5320,428,360,2022
1817,574,184,2022
2248,429,213,2022
6252,292,119,2022
7734,212,107,2022
6010,229,120,2022
7476,771,414,2022
5118,510,237,2022
0,42,18,2022
4967,842,530,2022
7720,148,101,2022
5094,500,235,2022
0,467,0,2022
8045,457,84,2022
8044,709,179,2022
8043,543,127,2022
8046,493,138,2022
6172,"1,189",506,2022
4545,"1,815",734,2022
4544,881,397,2022
4537,509,322,2022
4540,647,357,2022
4539,572,158,2022
7696,640,247,2022
5088,515,237,2022
7552,75,21,2022
8047,518,451,2022
2192,253,191,2022
8244,719,352,2022
2190,"1,045",670,2022
6615,"1,054",724,2022
2191,"2,348","1,419",2022
4825,284,157,2022
6273,442,329,2022
2208,280,181,2022
2215,193,85,2022
6274,560,402,2022
2225,118,85,2022
8375,214,132,2022
8324,227,166,2022
2209,424,194,2022
2216,260,144,2022
2196,335,303,2022
7258,584,362,2022
4715,476,209,2022
7157,329,176,2022
6706,"1,018",356,2022
7415,797,268,2022
94,718,249,2022
7445,879,259,2022
4234,667,165,2022
4235,508,165,2022
5250,681,316,2022
3250,401,208,2022
3260,"1,442",576,2022
3257,626,286,2022
3256,411,167,2022
3252,302,154,2022
3255,362,133,2022
8258,700,554,2022
7514,60,53,2022
7539,"4,277","4,277",2022
0,809,617,2022
7292,"1,096",409,2022
7860,859,363,2022
7293,528,171,2022
6492,945,861,2022
8020,431,344,2022
8506,389,367,2022
1958,304,228,2022
8303,487,452,2022
1829,246,174,2022
8302,299,279,2022
730,324,187,2022
729,419,227,2022
732,490,241,2022
1843,273,97,2022
7276,952,662,2022
1849,997,637,2022
5322,317,129,2022
1847,255,154,2022
1893,254,169,2022
7575,862,351,2022
8262,408,91,2022
7727,556,332,2022
7371,389,263,2022
8094,425,367,2022
5217,427,257,2022
1475,328,151,2022
6909,339,201,2022
1480,353,153,2022
1479,425,223,2022
7374,368,234,2022
8498,130,68,2022
921,261,143,2022
8315,"1,059",666,2022
6236,"1,018",549,2022
5276,437,258,2022
1376,451,317,2022
5012,"1,414",734,2022
8416,891,508,2022
1374,320,218,2022
1375,494,295,2022
8467,368,224,2022
1370,683,456,2022
7334,350,263,2022
7767,389,250,2022
2510,403,167,2022
6289,682,292,2022
6290,"1,008",413,2022
2506,437,201,2022
5053,396,170,2022
7628,"2,645","1,322",2022
0,"1,514","1,052",2022
7143,811,196,2022
5077,"1,210",326,2022
3261,212,66,2022
4711,603,154,2022
3333,"1,554",462,2022
3332,519,96,2022
3411,480,46,2022
2515,376,255,2022
8502,200,135,2022
8501,189,133,2022
7056,478,374,2022
5178,609,294,2022
6122,183,98,2022
7450,216,137,2022
7774,"20,357","11,782",2022
7510,"1,231","1,075",2022
3977,389,190,2022
3978,493,209,2022
5213,392,237,2022
5136,319,160,2022
2517,427,158,2022
2532,"1,282",564,2022
5113,534,305,2022
2531,965,484,2022
2522,327,206,2022
2521,435,208,2022
6268,506,245,2022
7822,863,401,2022
6267,586,302,2022
6898,610,275,2022
17,"1,259",516,2022
8224,588,315,2022
8225,298,175,2022
6132,303,163,2022
6133,316,184,2022
8226,259,150,2022
6643,343,199,2022
2097,376,174,2022
2105,948,513,2022
5228,"1,136",554,2022
5048,623,362,2022
2172,304,171,2022
4939,480,314,2022
7284,458,164,2022
777,842,306,2022
7651,717,299,2022
5203,450,238,2022
6944,281,281,2022
8087,241,241,2022
4800,"1,635",637,2022
6301,"1,305",571,2022
6302,534,176,2022
2728,539,256,2022
2729,593,230,2022
7300,406,252,2022
1998,613,310,2022
1997,394,263,2022
7793,403,232,2022
8311,459,345,2022
3868,364,200,2022
3869,326,140,2022
1088,556,67,2022
5096,"1,622",177,2022
7749,"1,940",281,2022
1086,694,86,2022
7208,491,55,2022
4680,445,66,2022
8447,919,130,2022
7657,536,83,2022
7432,582,65,2022
6453,851,75,2022
1087,369,41,2022
5308,388,86,2022
1130,649,40,2022
8469,418,59,2022
4098,557,269,2022
6595,606,272,2022
5037,336,161,2022
1632,357,143,2022
1651,336,230,2022
1654,788,417,2022
1653,365,220,2022
1650,336,195,2022
1645,329,261,2022
7194,311,155,2022
5179,459,169,2022
8446,"1,419",370,2022
2858,641,200,2022
5341,767,192,2022
7624,76,76,2022
7290,866,574,2022
5277,"1,265",0,2022
1701,"3,035",805,2022
6714,"1,021",298,2022
1700,554,128,2022
5020,530,142,2022
1697,414,203,2022
